7	21
8	13
6	2
38	414
20	76
26	1123
2	0
15	8
15	2
22	4366
21	38
2	0
2	1
5	0
8	1
7	0
9	1
1	0
8	1
8	1
15	1
8	1
2	0
7	1
8	1
5	1
5	0
1	1
9	2
10	3
2	0
2	0
2	0
8	1
4	0
3	0
8	1
10	2
2	0
1	0
5	1
2	0
41	316
1	0
3	0
1	0
1	1
1	0
9	6
12	14
20	2
10	22
12	1
2	0
14	21
20	54
20	46
20	9
2	0
2	1
7	0
3	1
6	0
4	5
7	6
6	0
6	4
9	2
5	0
3	1
7	0
2	1
9	6
5	1
69	4
1	0
11	29
38	37
10	6
40	136
5	0
1	0
25	586
5	1
20	29
2	0
12	1
1	1
6	0
8	0
118	13
1	0
98	25
83	42
5	1
9	0
20	1
5	1
20	26
21	37
3	0
1	0
8	1
20	51
7	0
20	51
5	0
25	1163
9	1
64	25
8	1
7	0
5	0
25	704
3	0
3	1
5	0
5	0
1	0
11	4
2	1
5	0
5	1
5	1
111	19
10	1
107	9
2	0
3	0
2	0
3	1
2	0
13	0
9	1
9	0
2	0
88	27
20	67
3	1
3	0
2	0
1	0
2	0
6	1
14	1
73	2
7	0
62	19
2	0
2	1
11	2
7	0
3	0
3	0
20	25
20	251
2	0
5	0
13	1
12	0
13	0
5	0
24	1106
6	0
6	0
11	1
13	1
22	1
7	1
12	1
6	1
66	6
1	0
4	0
25	1877
20	25
5	0
3	0
5	0
3	0
2	0
76	32
2	0
2	0
3	0
10	1
10	0
7	0
66	1
7	1
117	14
5	1
9	1
9	1
9	1
2	0
2	0
7	1
5	0
6	0
2	0
8	0
9	2
11	1
9	0
5	0
1	0
10	0
20	48
2	1
15	0
1	0
2	0
1	0
2	0
6	0
26	977
117	12
3	0
7	0
20	28
9	2
8	0
10	2
8	0
2	0
19	1
15	1
2	0
8	0
8	1
1	0
8	0
6	1
3	0
8	0
9	2
7	0
11	1
12	0
27	2970
1	0
3	0
3	0
2	1
6	0
11	1
2	0
100	30
1	0
15	1
10	1
2	0
3	0
5	0
7	0
1	0
2	0
2	0
1	0
22	828
67	21
7	1
10	1
1	0
24	1011
2	0
9	1
6	0
7	0
2	0
12	1
37	281
7	0
7	0
2	0
2	0
70	2
11	1
3	0
65	6
14	1
20	26
24	6228
68	2
2	0
11	2
22	1833
9	2
2	0
2	0
8	1
13	1
2	0
2	0
2	0
1	0
2	0
10	1
6	0
11	1
71	26
2	0
9	1
7	1
3	0
37	21
3	0
20	61
13	0
2	0
2	0
5	0
4	0
2	0
3	0
41	70
6	0
2	0
25	916
6	0
3	0
5	0
5	1
6	0
8	0
14	0
2	1
5	0
9	1
7	1
5	0
3	0
1	0
12	2
11	0
45	25
1	0
86	27
1	0
5	0
6	1
2	0
2	0
5	0
20	40
6	12
14	0
3	0
1	0
9	1
69	1
2	0
2	0
2	0
9	2
27	3138
8	0
4	0
9	1
6	0
6	0
113	13
1	0
8	0
8	1
9	1
2	0
5	0
17	1
3	0
7	1
3	0
16	1
1	0
9	1
5	0
68	1
5	0
5	0
2	0
1	0
5	0
1	0
2	0
5	0
3	0
1	0
3	0
10	1
27	320
9	2
5	0
7	0
2	0
3	0
1	0
1	0
5	0
117	11
9	1
114	14
42	22
2	0
9	1
7	1
28	188
5	0
7	0
11	2
2	0
6	0
6	0
13	1
3	0
22	1
11	2
24	3183
5	0
1	0
3	0
2	0
3	0
72	1
83	37
11	1
6	0
6	0
2	0
1	0
1	0
5	1
87	36
11	1
7	0
1	0
20	43
9	1
3	0
9	1
20	1
2	0
6	0
8	1
8	0
2	1
2	0
3	0
2	1
2	0
9	1
9	1
5	1
3	0
23	2
42	48
5	1
5	0
12	1
3	0
2	0
3	0
25	5619
7	0
11	1
3	0
21	1
12	1
5	1
7	0
10	1
23	4126
7	0
7	1
12	1
9	2
2	0
20	27
2	0
5	0
