5 	53
10 	60
5 	8
41 	2293
14 	1850
40 	2030
2 	0
17 	20
21 	20
33 	2166
21 	1820
2 	0
2 	0
4 	0
7 	2
8 	3
11 	3
1 	1
7 	1
9 	2
9 	9
10 	2
3 	1
8 	3
9 	2
6 	1
6 	1
1 	0
11 	29
15 	14
2 	1
3 	14
2 	1
9 	3
3 	1
2 	0
7 	29
12 	22
2 	0
1 	1
4 	0
3 	4
49 	2094
1 	1
2 	0
1 	0
1 	1
1 	0
10 	14
15 	19
26 	18
10 	2
10 	2
2 	1
20 	22
18 	1893
14 	1849
23 	22
2 	1
2 	0
7 	2
3 	0
6 	0
4 	0
6 	1
5 	1
5 	0
7 	15
4 	0
3 	1
7 	1
3 	0
9 	2
4 	1
100 	2053
1 	1
16 	24
41 	2143
15 	14
50 	2252
5 	1
1 	0
37 	2122
5 	1
14 	1828
2 	0
24 	15
1 	0
3 	1
9 	2
99 	2014
1 	0
103 	2159
84 	2215
4 	1
10 	7
18 	13
2 	1
14 	1837
19 	1845
3 	1
1 	0
9 	2
18 	1846
8 	2
18 	1866
5 	0
37 	1881
7 	13
91 	2079
9 	1
7 	4
4 	1
35 	2017
3 	0
3 	0
5 	1
3 	0
1 	0
12 	14
2 	0
4 	0
4 	1
4 	1
113 	2117
13 	16
97 	2007
2 	0
3 	0
3 	0
2 	0
2 	1
25 	15
11 	1
11 	2
3 	0
97 	1992
18 	1830
3 	1
3 	0
3 	0
1 	0
2 	1
3 	0
22 	15
102 	1956
5 	1
91 	2176
2 	0
2 	0
14 	15
7 	2
2 	0
3 	0
14 	1847
18 	1842
2 	0
4 	0
16 	14
22 	13
24 	14
5 	1
35 	2058
3 	1
4 	0
11 	2
15 	14
24 	15
6 	2
13 	15
3 	0
97 	2028
1 	0
4 	0
36 	2111
14 	1837
4 	1
2 	0
2 	0
3 	1
2 	0
84 	2111
2 	0
2 	0
3 	0
10 	4
11 	2
9 	2
88 	1836
6 	2
94 	1969
6 	0
7 	39
11 	16
8 	1
3 	0
3 	0
5 	2
6 	1
4 	0
2 	0
9 	2
7 	14
19 	13
8 	4
6 	0
1 	1
10 	1
18 	1840
2 	0
22 	13
1 	1
2 	0
1 	0
2 	0
6 	1
39 	1957
104 	2023
2 	0
8 	2
14 	1821
7 	16
7 	2
18 	22
9 	2
3 	0
24 	14
24 	14
2 	0
10 	2
9 	3
1 	0
10 	2
3 	1
2 	0
9 	2
10 	18
5 	1
9 	2
10 	2
35 	1933
1 	1
3 	0
3 	0
3 	1
4 	0
16 	14
3 	1
99 	2004
1 	0
22 	15
15 	17
2 	0
2 	0
4 	1
10 	2
1 	0
2 	0
2 	0
1 	0
36 	2034
79 	2152
7 	1
13 	14
1 	0
37 	1998
2 	0
10 	13
6 	0
9 	2
2 	0
17 	15
46 	1975
5 	2
5 	1
2 	1
3 	0
103 	1986
15 	16
3 	0
98 	1970
14 	14
14 	1823
37 	1898
96 	1907
3 	1
14 	17
36 	2003
11 	16
2 	1
2 	0
8 	2
15 	10
2 	0
2 	0
2 	0
1 	0
2 	0
15 	15
6 	1
17 	16
86 	2122
2 	1
11 	17
9 	1
3 	0
42 	2035
3 	1
18 	1866
13 	10
2 	0
2 	0
5 	1
4 	0
2 	0
3 	0
50 	2053
3 	0
3 	0
39 	1997
4 	1
3 	0
4 	1
4 	0
4 	1
9 	3
22 	12
2 	0
4 	1
10 	13
9 	2
5 	1
2 	0
1 	0
15 	12
10 	2
48 	2008
1 	0
89 	2058
1 	0
5 	0
4 	1
2 	0
2 	0
4 	1
18 	2000
5 	1
17 	12
3 	0
1 	0
7 	2
98 	1958
3 	0
3 	0
3 	1
7 	13
33 	1933
9 	2
3 	0
8 	3
5 	1
4 	0
80 	2050
1 	0
9 	2
11 	2
7 	12
2 	0
4 	0
19 	14
3 	0
5 	2
3 	0
22 	16
1 	0
10 	2
6 	0
98 	1948
6 	10
4 	0
2 	1
1 	0
5 	5
1 	0
2 	0
5 	0
3 	0
1 	0
3 	0
14 	13
33 	1977
7 	14
4 	1
5 	1
2 	1
2 	0
1 	0
1 	0
6 	1
100 	2045
10 	1
93 	2018
42 	2105
2 	0
7 	14
7 	1
35 	2047
4 	0
5 	2
22 	14
2 	0
6 	0
3 	1
19 	15
2 	0
22 	15
14 	16
35 	1919
4 	0
1 	1
3 	0
2 	0
3 	0
104 	1963
78 	2075
15 	14
5 	0
3 	1
2 	0
1 	0
1 	0
5 	1
82 	2108
21 	15
6 	2
1 	0
14 	1830
10 	3
2 	0
8 	1
18 	12
3 	1
4 	1
9 	2
11 	2
3 	0
2 	0
3 	1
2 	0
3 	0
8 	2
11 	14
6 	0
2 	0
23 	15
47 	1958
4 	1
6 	1
15 	12
2 	0
2 	0
2 	1
37 	1994
5 	1
18 	16
3 	0
23 	14
14 	14
4 	0
6 	2
16 	16
35 	2032
8 	2
10 	1
18 	13
7 	11
2 	1
14 	1837
2 	0
4 	1
