8	8
9	6
6	2
32	126
21	32
29	69
1	0
13	2
21	2
27	19
22	17
1	0
2	0
5	0
10	1
10	1
10	1
1	0
8	0
10	1
15	2
9	0
4	0
11	0
10	0
5	1
6	0
1	0
10	1
11	1
2	0
4	0
2	1
8	0
4	0
2	1
8	3
11	1
2	0
1	0
6	1
4	0
42	156
1	0
2	0
1	1
1	0
1	0
11	2
15	2
18	2
11	0
9	4
2	0
18	6
22	24
21	30
18	2
2	0
1	1
9	1
3	0
6	0
5	1
8	0
6	0
5	0
10	1
5	0
4	0
8	0
4	1
9	0
5	0
73	58
1	0
15	1
34	57
11	1
37	32
6	0
1	0
37	34
6	0
21	30
2	0
13	2
1	0
5	1
10	0
85	89
1	0
83	68
72	76
6	0
11	1
14	1
5	0
21	13
22	13
3	0
1	1
11	0
22	12
9	0
22	16
6	0
33	22
10	1
65	58
11	4
11	0
5	0
37	26
3	1
4	0
5	0
5	0
1	1
13	1
1	0
5	0
6	0
6	0
86	73
15	2
84	77
1	0
3	1
4	0
2	0
2	0
16	1
10	1
10	0
4	0
86	74
22	15
4	0
3	1
4	0
1	0
2	0
5	0
22	1
77	56
8	1
72	76
2	0
2	0
18	1
9	0
2	0
4	0
21	12
22	11
2	0
6	0
15	1
15	1
16	0
6	0
38	24
5	0
6	0
11	0
19	1
19	1
9	0
15	1
5	0
74	62
1	0
5	1
29	28
21	12
5	0
2	0
5	0
4	1
1	0
64	60
2	0
2	0
3	0
10	0
10	0
10	0
73	53
8	0
81	67
5	0
10	1
11	0
9	0
4	0
4	0
8	0
5	0
6	0
2	0
11	0
10	0
21	2
11	1
5	0
1	0
10	1
24	13
2	0
15	1
1	0
2	0
1	0
1	0
6	0
28	17
87	77
2	0
11	1
21	12
10	1
11	0
17	1
8	1
4	0
20	1
17	1
2	0
11	1
10	0
1	0
10	0
5	0
2	0
10	0
11	3
8	1
10	0
9	1
37	23
1	0
3	0
3	0
4	0
5	0
14	1
4	0
84	74
1	0
17	1
15	1
2	0
2	0
5	0
11	0
1	0
2	1
2	0
1	0
37	21
61	51
9	0
13	1
1	0
29	17
2	0
10	1
6	0
8	0
2	0
17	1
38	24
8	0
8	1
1	0
4	0
76	58
15	1
4	0
73	51
14	1
21	12
30	18
73	53
4	0
16	1
36	22
13	1
1	0
2	0
10	1
11	0
1	0
2	0
2	0
1	0
2	0
12	1
6	0
18	1
65	53
1	0
11	1
10	0
3	0
41	28
3	0
22	11
15	1
2	0
2	0
6	0
5	0
2	0
3	0
33	23
5	0
4	1
31	20
4	1
4	0
5	0
6	1
5	0
8	1
16	1
2	0
5	0
11	0
11	0
6	0
2	1
1	0
13	0
10	0
41	33
1	0
67	64
1	0
6	0
5	0
2	0
1	0
6	0
22	11
6	0
16	1
4	0
1	0
9	0
73	51
4	1
4	0
4	0
10	1
31	51
11	1
4	0
10	3
5	1
6	0
66	65
1	1
11	0
11	1
10	1
2	0
5	0
20	3
3	0
8	1
4	0
16	1
1	0
10	0
5	0
75	58
5	1
6	0
2	0
1	0
5	0
1	0
2	1
6	0
3	0
1	0
4	0
14	1
34	21
10	1
6	0
8	0
1	0
2	0
1	0
1	0
5	0
84	67
9	1
84	74
34	23
2	0
10	0
11	0
30	74
6	1
8	0
13	0
2	1
6	0
5	0
17	1
2	0
19	1
18	1
31	28
6	1
1	0
4	0
2	1
3	0
79	106
65	56
11	0
5	1
5	0
2	0
1	0
1	0
6	0
62	53
13	1
9	1
1	0
21	11
10	1
2	0
11	0
16	1
4	0
4	0
8	0
11	1
4	0
1	0
4	0
1	0
4	0
10	0
12	0
5	0
2	0
17	1
41	25
6	0
5	0
16	1
2	0
1	1
2	0
30	17
8	0
18	1
3	1
16	0
14	1
6	0
9	1
17	1
27	15
7	0
9	0
17	1
10	0
1	0
21	12
2	0
6	0
